created_at,amount,count,open,close,low,high,vol
20191120120000,532.859662,2960.000000,8127.000000,8130.000000,8126.990000,8146.000000,4335803.570210
20191120121500,250.413733,1934.000000,8130.000000,8125.340000,8123.390000,8136.240000,2036192.517790
20191120123000,351.310532,2710.000000,8125.340000,8114.400000,8101.000000,8125.340000,2848975.372340
20191120124500,168.756225,1961.000000,8114.390000,8106.740000,8100.510000,8114.820000,1368300.653050
20191120130000,311.228369,2841.000000,8106.730000,8093.820000,8080.000000,8106.740000,2518009.308060
20191120131500,217.787324,2224.000000,8093.750000,8096.120000,8084.670000,8100.750000,1762503.570780
20191120133000,107.659388,1714.000000,8096.140000,8111.910000,8096.140000,8112.550000,872664.133360
20191120134500,152.943475,1886.000000,8112.000000,8113.020000,8102.040000,8119.060000,1240782.507840
20191120140000,212.651262,2400.000000,8113.100000,8127.000000,8113.090000,8139.000000,1728591.514720
20191120141500,114.175814,1627.000000,8127.000000,8122.310000,8119.640000,8128.260000,927597.139128
20191120143000,51.212173,1041.000000,8122.310000,8119.190000,8115.520000,8123.880000,415787.069450
20191120144500,158.774785,1945.000000,8119.190000,8127.090000,8105.810000,8127.090000,1288697.163320
20191120150000,274.177070,1692.000000,8127.090000,8130.640000,8122.160000,8134.680000,2228307.002960
20191120151500,195.554925,1711.000000,8130.640000,8129.520000,8122.710000,8135.000000,1589739.193960
20191120153000,163.178563,1515.000000,8129.520000,8120.560000,8120.280000,8134.690000,1326681.754140
20191120154500,87.649298,1264.000000,8120.290000,8120.610000,8118.600000,8123.360000,711770.875044
20191120160000,96.779318,1210.000000,8120.610000,8131.150000,8120.510000,8132.650000,786642.834358
20191120161500,243.716807,2179.000000,8131.510000,8109.140000,8100.000000,8131.510000,1976915.245670
20191120163000,354.373743,3500.000000,8109.140000,8089.470000,8081.170000,8109.360000,2868485.635270
20191120164500,171.469165,2509.000000,8089.470000,8088.880000,8083.560000,8100.000000,1387475.747960
20191120170000,209.260344,2462.000000,8088.880000,8088.160000,8079.710000,8100.000000,1693287.194830
20191120171500,361.032865,4031.000000,8088.140000,8077.860000,8063.950000,8090.080000,2915454.560590
20191120173000,219.490207,2383.000000,8077.890000,8080.520000,8075.000000,8089.000000,1774089.739580
20191120174500,156.792460,2124.000000,8080.610000,8074.780000,8070.000000,8086.680000,1266630.225060
20191120180000,254.907054,2808.000000,8074.780000,8073.580000,8064.420000,8082.060000,2057842.194210
20191120181500,260.260877,3001.000000,8073.490000,8055.380000,8051.000000,8073.490000,2097586.352790
20191120183000,410.428097,3802.000000,8055.380000,8061.650000,8039.940000,8068.970000,3305295.261560
20191120184500,115.814812,2049.000000,8061.350000,8060.560000,8059.870000,8074.470000,934233.398251
20191120190000,227.693161,2655.000000,8060.270000,8079.870000,8050.010000,8081.000000,1835778.705340
20191120191500,140.302670,1810.000000,8079.840000,8076.150000,8072.400000,8080.090000,1133078.582490
20191120193000,137.001692,2351.000000,8076.000000,8089.220000,8074.320000,8099.000000,1107824.051790
20191120194500,220.729393,1830.000000,8089.230000,8087.940000,8082.060000,8090.000000,1784984.714270
20191120200000,233.434328,2801.000000,8087.910000,8094.630000,8087.910000,8108.980000,1889884.508130
